biotype,chromosome_name,ensembl_gene_id,ensembl_transcript_id,function_group,gene_row_index,gene_token_ids,genomic_loc,preferred_ensembl,start_position,symbol,transcript_length
protein_coding,6,ENSG00000132424,ENST00000369239,Housekeeping,5815,6582,33942,ENSG00000132424,99397629,PNISR,5113
protein_coding,6,ENSG00000132429,ENST00000254765,protein_coding,5816,6583,33980,ENSG00000132429,105157900,POPDC3,1879
protein_coding,7,ENSG00000132432,ENST00000352861,protein_coding,5817,6584,35540,ENSG00000132432,54752250,SEC61G,425
protein_coding,7,ENSG00000132434,ENST00000254770,Transcription Factor,5818,6585,35547,ENSG00000132434,55365337,LANCL2,4459
protein_coding,7,ENSG00000132436,ENST00000433017,protein_coding,5819,6586,35496,ENSG00000132436,50444128,FIGNL1,3930
protein_coding,7,ENSG00000132437,ENST00000444124,rare_protein_coding,5820,6587,35496,ENSG00000132437,50458436,DDC,2012
protein_coding,4,ENSG00000132463,ENST00000254799,protein_coding,5821,6589,28985,ENSG00000132463,70815783,GRSF1,6610
protein_coding,4,ENSG00000132464,ENST00000396073,rare_protein_coding,5822,6590,28981,ENSG00000132464,70628744,ENAM,5679
protein_coding,4,ENSG00000132465,ENST00000254801,protein_coding,5823,6591,28982,ENSG00000132465,70655541,JCHAIN,1286
protein_coding,4,ENSG00000132466,ENST00000358602,protein_coding,5824,6592,29002,ENSG00000132466,73073376,ANKRD17,10797
protein_coding,4,ENSG00000132467,ENST00000254803,Housekeeping,5825,6593,28983,ENSG00000132467,70688532,UTP3,2020
protein_coding,17,ENSG00000132470,ENST00000200181,protein_coding,5826,6594,17277,ENSG00000132470,75721328,ITGB4,5896
protein_coding,17,ENSG00000132471,ENST00000254806,Transcription Factor,5827,6595,17281,ENSG00000132471,75845699,WBP2,1859
protein_coding,17,ENSG00000132475,ENST00000254810,protein_coding,5828,6596,17279,ENSG00000132475,75776434,H3-3B,2705
protein_coding,17,ENSG00000132478,ENST00000589666,Transcription Factor,5829,6597,17279,ENSG00000132478,75784806,UNK,3890
protein_coding,17,ENSG00000132481,ENST00000254816,Transcription Factor,5830,6598,17282,ENSG00000132481,75874164,TRIM47,2269
protein_coding,1,ENSG00000132485,ENST00000370920,Transcription Factor,5831,6599,1325,ENSG00000132485,71063291,ZRANB2,2816
protein_coding,17,ENSG00000132507,ENST00000336458,Housekeeping,5832,6600,15874,ENSG00000132507,7306999,EIF5A,1264
protein_coding,17,ENSG00000132510,ENST00000448097,Transcription Factor,5833,6601,15892,ENSG00000132510,7834217,KDM6B,6728
protein_coding,17,ENSG00000132514,ENST00000416562,protein_coding,5834,6602,15867,ENSG00000132514,7074537,CLEC10A,1660
protein_coding,17,ENSG00000132517,ENST00000254853,rare_protein_coding,5835,6603,15822,ENSG00000132517,5032600,SLC52A1,2375
protein_coding,17,ENSG00000132518,ENST00000254854,rare_protein_coding,5836,6604,15897,ENSG00000132518,8002615,GUCY2D,3680
protein_coding,17,ENSG00000132530,ENST00000361842,protein_coding,5837,6606,15855,ENSG00000132530,6755447,XAF1,3417
protein_coding,17,ENSG00000132535,ENST00000399506,protein_coding,5838,6607,15871,ENSG00000132535,7187187,DLG4,6176
protein_coding,8,ENSG00000132541,ENST00000254878,protein_coding,5839,6608,38269,ENSG00000132541,98102344,RIDA,987
protein_coding,8,ENSG00000132549,ENST00000357162,protein_coding,5840,6609,38284,ENSG00000132549,99013266,VPS13B,14011
protein_coding,8,ENSG00000132554,ENST00000360863,rare_protein_coding,5841,6610,38295,ENSG00000132554,99960936,RGS22,4229
protein_coding,8,ENSG00000132561,ENST00000254898,protein_coding,5842,6611,38265,ENSG00000132561,97868840,MATN2,4133
protein_coding,5,ENSG00000132563,ENST00000378339,protein_coding,5843,6612,31922,ENSG00000132563,138439057,REEP2,2131
protein_coding,5,ENSG00000132570,ENST00000254908,Transcription Factor,5844,6613,31874,ENSG00000132570,134905120,PCBD2,2365
protein_coding,17,ENSG00000132581,ENST00000247020,protein_coding,5845,6614,16262,ENSG00000132581,28648346,SDF2,1309
protein_coding,17,ENSG00000132589,ENST00000394908,Housekeeping,5846,6615,16269,ENSG00000132589,28879335,FLOT2,2668
protein_coding,17,ENSG00000132591,ENST00000254928,Housekeeping,5847,6616,16268,ENSG00000132591,28855010,ERAL1,1841
protein_coding,16,ENSG00000132600,ENST00000441236,Transcription Factor,5848,6617,15279,ENSG00000132600,68310951,PRMT7,3738
protein_coding,16,ENSG00000132603,ENST00000254940,protein_coding,5849,6618,15303,ENSG00000132603,69337996,NIP7,2055
protein_coding,16,ENSG00000132604,ENST00000254942,Transcription Factor,5850,6619,15304,ENSG00000132604,69355567,TERF2,2996
protein_coding,16,ENSG00000132612,ENST00000254950,protein_coding,5851,6620,15303,ENSG00000132612,69311350,VPS4A,4106
protein_coding,16,ENSG00000132613,ENST00000338779,protein_coding,5852,6621,15336,ENSG00000132613,70661204,MTSS2,4979
protein_coding,20,ENSG00000132622,ENST00000254963,rare_protein_coding,5853,6622,23319,ENSG00000132622,3732685,HSPA12B,3133
protein_coding,20,ENSG00000132623,ENST00000378392,protein_coding,5854,6623,23395,ENSG00000132623,9986126,ANKEF1,5429
protein_coding,20,ENSG00000132635,ENST00000360652,protein_coding,5855,6625,23298,ENSG00000132635,2835314,PCED1A,1979
protein_coding,20,ENSG00000132639,ENST00000254976,protein_coding,5856,6626,23398,ENSG00000132639,10172395,SNAP25,2053
protein_coding,20,ENSG00000132640,ENST00000378226,Transcription Factor,5857,6627,23425,ENSG00000132640,11890723,BTBD3,4881
protein_coding,20,ENSG00000132646,ENST00000379143,Transcription Factor,5858,6628,23346,ENSG00000132646,5114953,PCNA,1276
protein_coding,20,ENSG00000132661,ENST00000254998,protein_coding,5859,6629,23565,ENSG00000132661,23350791,NXT1,1062
protein_coding,20,ENSG00000132664,ENST00000377603,Transcription Factor,5860,6630,23495,ENSG00000132664,18466878,POLR3F,2156
protein_coding,20,ENSG00000132669,ENST00000255006,protein_coding,5861,6631,23509,ENSG00000132669,19757606,RIN2,4440
protein_coding,20,ENSG00000132670,ENST00000399903,protein_coding,5862,6632,23299,ENSG00000132670,2873420,PTPRA,3353
protein_coding,1,ENSG00000132676,ENST00000368336,Housekeeping,5863,6634,2363,ENSG00000132676,155687960,DAP3,2056
protein_coding,1,ENSG00000132677,ENST00000537040,rare_protein_coding,5864,6635,2385,ENSG00000132677,156369211,RHBG,1790
protein_coding,1,ENSG00000132680,ENST00000368321,Housekeeping,5865,6636,2369,ENSG00000132680,155913045,KHDC4,2961
protein_coding,1,ENSG00000132681,ENST00000368081,rare_protein_coding,5866,6637,2495,ENSG00000132681,160151586,ATP1A4,3809
protein_coding,1,ENSG00000132688,ENST00000368223,protein_coding,5867,6638,2397,ENSG00000132688,156668763,NES,5568
protein_coding,1,ENSG00000132692,ENST00000329117,rare_protein_coding,5868,6639,2396,ENSG00000132692,156641390,BCAN,3297
protein_coding,1,ENSG00000132694,ENST00000368194,protein_coding,5869,6641,2405,ENSG00000132694,156934840,ARHGEF11,7261
protein_coding,1,ENSG00000132698,ENST00000361084,protein_coding,5870,6642,2375,ENSG00000132698,156061160,RAB25,1100
protein_coding,1,ENSG00000132702,ENST00000255039,rare_protein_coding,5871,6643,2395,ENSG00000132702,156619331,HAPLN2,1650
protein_coding,1,ENSG00000132704,ENST00000361516,protein_coding,5872,6645,2426,ENSG00000132704,157745733,FCRL2,2589
protein_coding,1,ENSG00000132716,ENST00000368074,protein_coding,5873,6646,2498,ENSG00000132716,160215715,DCAF8,3867
protein_coding,1,ENSG00000132718,ENST00000368324,protein_coding,5874,6647,2367,ENSG00000132718,155859567,SYT11,5182
protein_coding,11,ENSG00000132740,ENST00000255078,Transcription Factor,5875,6648,6999,ENSG00000132740,68903863,IGHMBP2,3914
protein_coding,11,ENSG00000132746,ENST00000673966,rare_protein_coding,5876,6650,6971,ENSG00000132746,67662155,ALDH3B2,2650
protein_coding,11,ENSG00000132749,ENST00000255087,protein_coding,5877,6651,6995,ENSG00000132749,68707440,TESMIN,2535
protein_coding,1,ENSG00000132763,ENST00000401061,protein_coding,5878,6652,933,ENSG00000132763,45500300,MMACHC,5049
protein_coding,1,ENSG00000132768,ENST00000255108,protein_coding,5879,6653,901,ENSG00000132768,43970000,DPH2,2466
protein_coding,1,ENSG00000132773,ENST00000372090,Transcription Factor,5880,6654,931,ENSG00000132773,45340052,TOE1,1887
protein_coding,1,ENSG00000132780,ENST00000350030,protein_coding,5881,6655,937,ENSG00000132780,45583846,NASP,3225
protein_coding,1,ENSG00000132781,ENST00000456914,protein_coding,5882,6656,930,ENSG00000132781,45329163,MUTYH,1708
protein_coding,20,ENSG00000132792,ENST00000361383,Housekeeping,5883,6657,23822,ENSG00000132792,37694030,CTNNBL1,1890
protein_coding,20,ENSG00000132793,ENST00000373257,Transcription Factor,5884,6658,23873,ENSG00000132793,41340821,LPIN3,4462
protein_coding,20,ENSG00000132801,ENST00000255152,rare_protein_coding,5885,6659,23967,ENSG00000132801,45857614,ZSWIM3,2776
protein_coding,20,ENSG00000132819,ENST00000356208,protein_coding,5886,6660,24143,ENSG00000132819,57391396,RBM38,2393
protein_coding,20,ENSG00000132821,ENST00000373461,protein_coding,5887,6661,23823,ENSG00000132821,37903111,VSTM2L,1936
protein_coding,20,ENSG00000132823,ENST00000255174,Housekeeping,5888,6662,23911,ENSG00000132823,44195939,OSER1,2109
protein_coding,20,ENSG00000132824,ENST00000342374,Housekeeping,5889,6663,23921,ENSG00000132824,44496221,SERINC3,4396
protein_coding,20,ENSG00000132825,ENST00000370996,protein_coding,5890,6664,24188,ENSG00000132825,59936663,PPP1R3D,3643
protein_coding,5,ENSG00000132837,ENST00000255189,rare_protein_coding,5891,6666,31248,ENSG00000132837,78997564,DMGDH,3173
protein_coding,5,ENSG00000132840,ENST00000255192,protein_coding,5892,6667,31249,ENSG00000132840,79069767,BHMT2,2603
protein_coding,5,ENSG00000132842,ENST00000255194,protein_coding,5893,6668,31237,ENSG00000132842,78000522,AP3B1,3980
protein_coding,5,ENSG00000132846,ENST00000255198,Transcription Factor,5894,6669,31225,ENSG00000132846,77072072,ZBED3,6134
protein_coding,1,ENSG00000132849,ENST00000642238,protein_coding,5895,6670,1190,ENSG00000132849,61742477,PATJ,8621
protein_coding,1,ENSG00000132854,ENST00000371153,rare_protein_coding,5896,6671,1197,ENSG00000132854,62236165,KANK4,5499
protein_coding,1,ENSG00000132855,ENST00000371129,rare_protein_coding,5897,6672,1202,ENSG00000132855,62597520,ANGPTL3,2926
protein_coding,18,ENSG00000132874,ENST00000255226,rare_protein_coding,5898,6674,17992,ENSG00000132874,45212995,SLC14A2,4073
protein_coding,1,ENSG00000132879,ENST00000251547,protein_coding,5899,6675,230,ENSG00000132879,11654375,FBXO44,2928
protein_coding,1,ENSG00000132881,ENST00000375599,rare_protein_coding,5900,6676,331,ENSG00000132881,16231692,CPLANE2,1574
protein_coding,1,ENSG00000132906,ENST00000333868,protein_coding,5901,6677,306,ENSG00000132906,15490832,CASP9,2808
protein_coding,5,ENSG00000132912,ENST00000447998,Housekeeping,5902,6679,32131,ENSG00000132912,150708440,DCTN4,4116
protein_coding,5,ENSG00000132915,ENST00000255266,rare_protein_coding,5903,6680,32109,ENSG00000132915,149857953,PDE6A,5645
protein_coding,13,ENSG00000132932,ENST00000381655,rare_protein_coding,5904,6681,10335,ENSG00000132932,25371974,ATP8A2,9672
protein_coding,13,ENSG00000132938,ENST00000612955,rare_protein_coding,5905,6682,10394,ENSG00000132938,28820339,MTUS2,7439
protein_coding,13,ENSG00000132950,ENST00000337963,Transcription Factor,5906,6683,10231,ENSG00000132950,19823482,ZMYM5,3283
protein_coding,13,ENSG00000132952,ENST00000255304,Housekeeping,5907,6684,10418,ENSG00000132952,30617693,USPL1,4894
protein_coding,13,ENSG00000132953,ENST00000255305,protein_coding,5908,6685,10249,ENSG00000132953,20777329,XPO4,9857
protein_coding,13,ENSG00000132963,ENST00000380842,protein_coding,5909,6687,10390,ENSG00000132963,28659065,POMP,1338
protein_coding,13,ENSG00000132964,ENST00000381527,Transcription Factor,5910,6688,10345,ENSG00000132964,26254104,CDK8,3065
protein_coding,13,ENSG00000132965,ENST00000380490,protein_coding,5911,6689,10420,ENSG00000132965,30713478,ALOX5AP,869
protein_coding,13,ENSG00000132970,ENST00000335327,protein_coding,5912,6691,10348,ENSG00000132970,26557683,WASF3,4857
protein_coding,13,ENSG00000132972,ENST00000255324,rare_protein_coding,5913,6692,10322,ENSG00000132972,24764169,RNF17,5102
protein_coding,13,ENSG00000132975,ENST00000405846,rare_protein_coding,5914,6693,10352,ENSG00000132975,26755200,GPR12,4851
protein_coding,1,ENSG00000133019,ENST00000676153,rare_protein_coding,5915,6694,3718,ENSG00000133019,239386565,CHRM3,9179
protein_coding,17,ENSG00000133026,ENST00000360416,protein_coding,5916,6696,15912,ENSG00000133026,8474207,MYH10,7707
protein_coding,17,ENSG00000133027,ENST00000255389,protein_coding,5917,6697,16065,ENSG00000133027,17505563,PEMT,1021
protein_coding,17,ENSG00000133028,ENST00000255390,protein_coding,5918,6698,15946,ENSG00000133028,10672474,SCO1,9577
protein_coding,17,ENSG00000133030,ENST00000651222,Transcription Factor,5919,6699,16055,ENSG00000133030,17042457,MPRIP,15419
protein_coding,1,ENSG00000133048,ENST00000255409,protein_coding,5920,6700,3132,ENSG00000133048,203178931,CHI3L1,1747
protein_coding,1,ENSG00000133055,ENST00000255416,rare_protein_coding,5921,6701,3131,ENSG00000133055,203167811,MYBPH,1818
protein_coding,1,ENSG00000133056,ENST00000684373,protein_coding,5922,6702,3166,ENSG00000133056,204422628,PIK3C2B,7658
protein_coding,1,ENSG00000133059,ENST00000367162,protein_coding,5923,6703,3179,ENSG00000133059,205142505,DSTYK,8010
protein_coding,1,ENSG00000133063,ENST00000367229,rare_protein_coding,5924,6704,3133,ENSG00000133063,203212827,CHIT1,2248
protein_coding,1,ENSG00000133065,ENST00000367137,protein_coding,5925,6705,3197,ENSG00000133065,205789094,SLC41A1,5017
protein_coding,1,ENSG00000133067,ENST00000367278,rare_protein_coding,5926,6706,3104,ENSG00000133067,202193799,LGR6,3649
protein_coding,1,ENSG00000133069,ENST00000358024,protein_coding,5927,6707,3181,ENSG00000133069,205227946,TMCC2,3968
protein_coding,13,ENSG00000133083,ENST00000360631,protein_coding,5928,6708,10483,ENSG00000133083,35768652,DCLK1,8394
protein_coding,13,ENSG00000133101,ENST00000255465,Transcription Factor,5929,6709,10489,ENSG00000133101,36431520,CCNA1,1730
protein_coding,13,ENSG00000133103,ENST00000455146,protein_coding,5930,6710,10530,ENSG00000133103,39655627,COG6,3574
protein_coding,13,ENSG00000133104,ENST00000438666,protein_coding,5931,6711,10487,ENSG00000133104,36301638,SPART,4900
protein_coding,13,ENSG00000133106,ENST00000313624,protein_coding,5932,6713,10581,ENSG00000133106,42886388,EPSTI1,3106
protein_coding,13,ENSG00000133107,ENST00000379705,rare_protein_coding,5933,6714,10508,ENSG00000133107,37632063,TRPC4,7979
protein_coding,13,ENSG00000133110,ENST00000379747,protein_coding,5934,6715,10507,ENSG00000133110,37562583,POSTN,3301
protein_coding,13,ENSG00000133111,ENST00000255476,Transcription Factor,5935,6716,10494,ENSG00000133111,36819222,RFXAP,2306
protein_coding,13,ENSG00000133112,ENST00000530705,Housekeeping,5936,6717,10619,ENSG00000133112,45333471,TPT1,4548
protein_coding,13,ENSG00000133114,ENST00000379151,protein_coding,5937,6718,10613,ENSG00000133114,44989529,GPALPP1,3442
protein_coding,13,ENSG00000133116,ENST00000380099,rare_protein_coding,5938,6720,10454,ENSG00000133116,33016423,KL,5014
protein_coding,13,ENSG00000133119,ENST00000380071,protein_coding,5939,6721,10465,ENSG00000133119,33818069,RFC3,2306
protein_coding,13,ENSG00000133121,ENST00000336934,protein_coding,5940,6722,10455,ENSG00000133121,33103137,STARD13,5915
protein_coding,X,ENSG00000133124,ENST00000372129,rare_protein_coding,5941,6723,46182,ENSG00000133124,108719946,IRS4,6563
protein_coding,X,ENSG00000133131,ENST00000355610,protein_coding,5942,6724,46156,ENSG00000133131,106813871,MORC4,3798
protein_coding,X,ENSG00000133134,ENST00000372677,protein_coding,5943,6725,46109,ENSG00000133134,103309346,BEX2,843
protein_coding,X,ENSG00000133135,ENST00000255499,protein_coding,5944,6726,46154,ENSG00000133135,106693794,RNF128,2803
protein_coding,X,ENSG00000133138,ENST00000357242,protein_coding,5945,6728,46155,ENSG00000133138,106802673,TBC1D8B,5729
protein_coding,X,ENSG00000133142,ENST00000472484,Transcription Factor,5946,6729,46117,ENSG00000133142,103576231,TCEAL4,1264
protein_coding,X,ENSG00000133169,ENST00000372728,Transcription Factor,5947,6730,46103,ENSG00000133169,103062651,BEX1,795
protein_coding,17,ENSG00000133193,ENST00000405159,protein_coding,5948,6731,17210,,73207353,FAM104A,2876
protein_coding,17,ENSG00000133195,ENST00000255559,protein_coding,5949,6732,17204,ENSG00000133195,72645949,SLC39A11,2732
protein_coding,1,ENSG00000133216,ENST00000374630,protein_coding,5950,6733,448,ENSG00000133216,22710839,EPHB2,11035
protein_coding,1,ENSG00000133226,ENST00000323848,Housekeeping,5951,6734,493,ENSG00000133226,24631716,SRRM1,3735
protein_coding,19,ENSG00000133243,ENST00000255608,Transcription Factor,5952,6735,18512,ENSG00000133243,1985438,BTBD2,2629
protein_coding,19,ENSG00000133246,ENST00000423345,protein_coding,5953,6736,18696,ENSG00000133246,8490056,PRAM1,2195
protein_coding,19,ENSG00000133247,ENST00000255613,Transcription Factor,5954,6737,19996,ENSG00000133247,55339853,KMT5C,2286
protein_coding,19,ENSG00000133250,ENST00000393927,Transcription Factor,5955,6738,18697,ENSG00000133250,8509678,ZNF414,2307
protein_coding,4,ENSG00000133256,ENST00000496514,protein_coding,5956,6739,28177,ENSG00000133256,625573,PDE6B,3294
protein_coding,19,ENSG00000133265,ENST00000433386,protein_coding,5957,6740,19993,ENSG00000133265,55262223,HSPBP1,1635
protein_coding,19,ENSG00000133275,ENST00000255641,Housekeeping,5958,6741,18510,ENSG00000133275,1941172,CSNK1G2,2895
protein_coding,5,ENSG00000133302,ENST00000265140,protein_coding,5959,6742,31426,ENSG00000133302,94618669,SLF1,5583
protein_coding,18,ENSG00000133313,ENST00000324262,protein_coding,5960,6743,18353,ENSG00000133313,74495816,CNDP2,4975
protein_coding,11,ENSG00000133315,ENST00000255681,protein_coding,5961,6744,6843,ENSG00000133315,63998558,MACROD1,1257
protein_coding,11,ENSG00000133316,ENST00000278856,protein_coding,5962,6745,6812,ENSG00000133316,62832342,WDR74,1219
protein_coding,11,ENSG00000133318,ENST00000377819,protein_coding,5963,6747,6832,ENSG00000133318,63681446,RTN3,4917
protein_coding,11,ENSG00000133321,ENST00000255688,protein_coding,5964,6748,6828,ENSG00000133321,63536808,PLAAT4,758
protein_coding,11,ENSG00000133328,ENST00000255695,rare_protein_coding,5965,6749,6829,ENSG00000133328,63552770,PLAAT2,738
protein_coding,16,ENSG00000133392,ENST00000300036,protein_coding,5966,6750,14491,ENSG00000133392,15703135,MYH11,6880
protein_coding,16,ENSG00000133393,ENST00000255759,protein_coding,5967,6751,14495,ENSG00000133393,15865719,CEP20,2264
protein_coding,5,ENSG00000133398,ENST00000255764,Transcription Factor,5968,6752,30406,ENSG00000133398,6371874,MED10,1101
protein_coding,5,ENSG00000133401,ENST00000438447,protein_coding,5969,6753,30660,ENSG00000133401,31639131,PDZD2,11984
protein_coding,22,ENSG00000133422,ENST00000397641,Housekeeping,5970,6754,25311,ENSG00000133422,30925130,MORC2,5657
protein_coding,22,ENSG00000133424,ENST00000397394,protein_coding,5971,6755,25362,ENSG00000133424,33162226,LARGE1,4753
protein_coding,22,ENSG00000133466,ENST00000337843,protein_coding,5972,6759,25429,ENSG00000133466,37180166,C1QTNF6,2893
protein_coding,22,ENSG00000133477,ENST00000333407,rare_protein_coding,5973,6761,25505,ENSG00000133477,39994954,FAM83F,15561
protein_coding,22,ENSG00000133488,ENST00000255858,rare_protein_coding,5974,6762,25299,ENSG00000133488,30488902,SEC14L4,2510
protein_coding,7,ENSG00000133561,ENST00000328902,protein_coding,5975,6764,36833,ENSG00000133561,150625375,GIMAP6,3440
protein_coding,7,ENSG00000133574,ENST00000255945,protein_coding,5976,6765,36830,ENSG00000133574,150567369,GIMAP4,1945
protein_coding,7,ENSG00000133597,ENST00000072869,protein_coding,5977,6766,36653,ENSG00000133597,140672945,ADCK2,2574
protein_coding,7,ENSG00000133606,ENST00000255977,Transcription Factor,5978,6767,36649,ENSG00000133606,140453033,MKRN1,3094
protein_coding,7,ENSG00000133612,ENST00000397238,Housekeeping,5979,6768,36846,ENSG00000133612,151085831,AGAP3,3494
protein_coding,7,ENSG00000133619,ENST00000496259,Transcription Factor,5980,6769,36810,ENSG00000133619,149714781,KRBA1,3827
protein_coding,7,ENSG00000133627,ENST00000256001,protein_coding,5981,6771,36873,ENSG00000133627,152759749,ACTR3B,2213
protein_coding,12,ENSG00000133636,ENST00000256010,rare_protein_coding,5982,6772,9397,ENSG00000133636,85874295,NTS,1239
protein_coding,12,ENSG00000133639,ENST00000256015,Transcription Factor,5983,6773,9458,ENSG00000133639,92140278,BTG1,4629
protein_coding,12,ENSG00000133640,ENST00000393217,rare_protein_coding,5984,6774,9391,ENSG00000133640,85036314,LRRIQ1,5414
protein_coding,12,ENSG00000133641,ENST00000356891,protein_coding,5985,6775,9410,,88033846,C12orf29,2829
protein_coding,3,ENSG00000133657,ENST00000645319,protein_coding,5986,6776,28069,ENSG00000133657,194402672,ATP13A3,7538
protein_coding,10,ENSG00000133661,ENST00000372292,rare_protein_coding,5987,6777,4968,ENSG00000133661,79937467,SFTPD,1283
protein_coding,10,ENSG00000133665,ENST00000256039,rare_protein_coding,5988,6778,4981,ENSG00000133665,80344745,DYDC2,1863
protein_coding,10,ENSG00000133678,ENST00000372281,protein_coding,5989,6779,4972,ENSG00000133678,80078646,TMEM254,2041
protein_coding,12,ENSG00000133687,ENST00000539277,protein_coding,5990,6780,8556,ENSG00000133687,29500840,TMTC1,8846
protein_coding,12,ENSG00000133703,ENST00000311936,Housekeeping,5991,6781,8491,ENSG00000133703,25205246,KRAS,5306
protein_coding,12,ENSG00000133704,ENST00000256079,Housekeeping,5992,6782,8566,ENSG00000133704,30628988,IPO8,5208
protein_coding,5,ENSG00000133706,ENST00000394434,protein_coding,5993,6783,32050,ENSG00000133706,146110566,LARS1,4760
protein_coding,5,ENSG00000133710,ENST00000256084,rare_protein_coding,5994,6784,32077,ENSG00000133710,148025683,SPINK5,3651
protein_coding,8,ENSG00000133731,ENST00000256108,protein_coding,5995,6785,38076,ENSG00000133731,81656914,IMPA1,3369
protein_coding,8,ENSG00000133739,ENST00000360375,protein_coding,5996,6786,38102,ENSG00000133739,85107215,LRRCC1,3726
protein_coding,8,ENSG00000133740,ENST00000416274,Transcription Factor,5997,6787,38103,ENSG00000133740,85177154,E2F5,1964
protein_coding,8,ENSG00000133742,ENST00000523022,protein_coding,5998,6788,38106,ENSG00000133742,85327608,CA1,1830
protein_coding,12,ENSG00000133773,ENST00000256151,Transcription Factor,5999,6789,9370,ENSG00000133773,82223681,CCDC59,1585
protein_coding,11,ENSG00000133789,ENST00000318950,protein_coding,6000,6790,5987,ENSG00000133789,9664077,SWAP70,4884
protein_coding,11,ENSG00000133794,ENST00000403290,Transcription Factor,6001,6791,6041,,13276652,ARNTL,2787
protein_coding,11,ENSG00000133800,ENST00000256178,rare_protein_coding,6002,6792,6000,ENSG00000133800,10556966,LYVE1,3247
protein_coding,11,ENSG00000133805,ENST00000396553,protein_coding,6003,6793,5996,ENSG00000133805,10308313,AMPD3,4189
protein_coding,11,ENSG00000133812,ENST00000256190,protein_coding,6004,6794,5990,ENSG00000133812,9776776,SBF2,7450
protein_coding,11,ENSG00000133816,ENST00000683283,protein_coding,6005,6795,6025,ENSG00000133816,12094008,MICAL2,3903
protein_coding,11,ENSG00000133818,ENST00000256196,protein_coding,6006,6796,6059,ENSG00000133818,14277922,RRAS2,2343
protein_coding,5,ENSG00000133835,ENST00000510025,protein_coding,6007,6797,31678,ENSG00000133835,119452465,HSD17B4,2628
protein_coding,12,ENSG00000133858,ENST00000378743,protein_coding,6008,6798,9257,ENSG00000133858,71609599,ZFC3H1,7037
protein_coding,8,ENSG00000133863,ENST00000643185,rare_protein_coding,6009,6799,37446,ENSG00000133863,30831544,TEX15,11476
protein_coding,8,ENSG00000133872,ENST00000256255,Housekeeping,6010,6800,37424,ENSG00000133872,30063003,SARAF,2020
protein_coding,8,ENSG00000133874,ENST00000256257,protein_coding,6011,6801,37477,ENSG00000133874,33547754,RNF122,1872
protein_coding,8,ENSG00000133878,ENST00000256261,rare_Transcription Factor,6012,6802,37479,ENSG00000133878,33591330,DUSP26,1754
protein_coding,11,ENSG00000133884,ENST00000528416,Transcription Factor,6013,6803,6888,ENSG00000133884,65333843,DPF2,3714
protein_coding,11,ENSG00000133895,ENST00000450708,Transcription Factor,6014,6804,6870,ENSG00000133895,64803510,MEN1,2712
protein_coding,14,ENSG00000133935,ENST00000256319,protein_coding,6015,6805,12224,ENSG00000133935,75649791,ERG28,2320
protein_coding,14,ENSG00000133943,ENST00000256324,protein_coding,6016,6807,12392,ENSG00000133943,91060333,DGLUCY,2957
protein_coding,14,ENSG00000133958,ENST00000695012,rare_protein_coding,6017,6808,12428,ENSG00000133958,93333219,UNC79,9187
protein_coding,14,ENSG00000133961,ENST00000555238,Housekeeping,6018,6809,12159,ENSG00000133961,73275107,NUMB,3604
protein_coding,14,ENSG00000133962,ENST00000256343,rare_protein_coding,6019,6810,12401,ENSG00000133962,91580696,CATSPERB,3699
protein_coding,14,ENSG00000133980,ENST00000256362,rare_protein_coding,6020,6811,12192,ENSG00000133980,74303069,VRTN,3408
protein_coding,14,ENSG00000133983,ENST00000389912,protein_coding,6021,6812,12113,ENSG00000133983,70325081,COX16,1669
protein_coding,14,ENSG00000133985,ENST00000256367,protein_coding,6022,6813,12124,ENSG00000133985,70641916,TTC9,5094
protein_coding,14,ENSG00000133997,ENST00000256379,Transcription Factor,6023,6814,12121,ENSG00000133997,70581257,MED6,2351
protein_coding,14,ENSG00000134001,ENST00000256383,Housekeeping,6024,6815,12059,ENSG00000134001,67360328,EIF2S1,4154
protein_coding,8,ENSG00000134013,ENST00000389131,Transcription Factor,6025,6817,37313,ENSG00000134013,23296897,LOXL2,3721
protein_coding,8,ENSG00000134014,ENST00000256398,Transcription Factor,6026,6818,37383,ENSG00000134014,28089673,ELP3,3148
protein_coding,8,ENSG00000134028,ENST00000256412,rare_protein_coding,6027,6820,37329,ENSG00000134028,24384285,ADAMDEC1,2348
protein_coding,18,ENSG00000134030,ENST00000256413,protein_coding,6028,6821,18045,ENSG00000134030,48539031,CTIF,5765
protein_coding,18,ENSG00000134042,ENST00000398439,rare_protein_coding,6029,6822,18085,ENSG00000134042,50795120,MRO,5200
protein_coding,18,ENSG00000134046,ENST00000256429,Transcription Factor,6030,6823,18108,ENSG00000134046,54151606,MBD2,5064
protein_coding,5,ENSG00000134056,ENST00000256441,Housekeeping,6031,6825,31085,,69217760,MRPS36,1315
protein_coding,5,ENSG00000134057,ENST00000256442,protein_coding,6032,6826,31083,ENSG00000134057,69167135,CCNB1,2029
protein_coding,5,ENSG00000134058,ENST00000256443,Transcription Factor,6033,6827,31086,ENSG00000134058,69234795,CDK7,1426
protein_coding,5,ENSG00000134061,ENST00000256447,protein_coding,6034,6828,31058,ENSG00000134061,67179613,CD180,5388
protein_coding,3,ENSG00000134070,ENST00000256458,Transcription Factor,6035,6829,25827,ENSG00000134070,10164919,IRAK2,3431
protein_coding,3,ENSG00000134072,ENST00000256460,Transcription Factor,6036,6830,25808,ENSG00000134072,9757347,CAMK1,1453
